,Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra óptica,4G,3G,Telefonía Fija,Wireless,Satelital
3358,ENTRE RIOS,Islas del Ibicuy,Médanos,0,0,0,0,1,0,0,1,0
3359,ENTRE RIOS,Islas del Ibicuy,Ñancay,0,0,0,0,0,0,0,0,0
3360,ENTRE RIOS,Islas del Ibicuy,Villa Paranacito,0,1,0,0,1,1,1,0,0
3361,ENTRE RIOS,La Paz,Bovril,0,1,0,1,1,1,1,1,0
3362,ENTRE RIOS,La Paz,Colonia Avigdor,0,0,0,0,1,0,1,1,0
3363,ENTRE RIOS,La Paz,El Solar,0,0,0,0,1,1,1,1,0
3364,CABA,COMUNA 08,VILLA RIACHUELO,1,1,1,1,1,1,1,1,1
3365,MENDOZA,Guaymallén,PEDRO MOLINA,0,0,0,1,1,1,0,0,0
3366,MENDOZA,Guaymallén,Puente de Hierro,1,0,1,0,1,1,1,1,0
3367,MENDOZA,Guaymallén,RODEO DE LA CRUZ,0,0,0,1,1,1,0,0,1
3368,MENDOZA,Guaymallén,SAN FRANCISCO DEL MONTE,0,0,0,1,1,1,0,0,0
3369,MENDOZA,Guaymallén,San Jose,0,0,0,1,1,1,0,0,0
3370,MENDOZA,Guaymallén,VILLA NUEVA,0,0,0,0,1,1,0,0,0
3371,MENDOZA,Junín,ALTO VERDE,0,0,0,0,0,0,0,0,0
3372,CABA,COMUNA 10,MONTE CASTRO,1,1,1,1,1,1,1,1,1
3373,RIO NEGRO,General Roca,Ingeniero Luis A. Huergo,1,0,1,1,1,1,1,1,1
3374,RIO NEGRO,General Roca,Ingeniero Otto Krause,0,0,0,0,0,0,0,0,0
3375,RIO NEGRO,General Roca,Mainqué,0,0,0,0,1,0,0,1,1
3376,RIO NEGRO,General Roca,Paso Córdova,0,0,0,0,0,0,0,0,0
3377,RIO NEGRO,General Roca,Península Ruca Co,0,0,0,0,0,0,0,0,0
3378,RIO NEGRO,General Roca,Peñas Blancas,0,0,0,0,0,0,0,0,1
3379,RIO NEGRO,General Roca,Puente Cero,0,0,0,0,1,1,0,0,0
3380,RIO NEGRO,General Roca,Sargento Vidal,0,0,0,0,1,0,0,1,0
3381,RIO NEGRO,General Roca,Tres Luces,0,0,0,0,0,0,0,0,0
3382,CABA,COMUNA 10,VELEZ SARSFIELD,1,1,1,1,1,1,1,1,1
3383,SAN LUIS,Gobernador Dupuy,Unión,0,0,0,0,1,0,1,1,0
3384,SAN LUIS,Junín,Bajo De Veliz,0,0,0,0,0,0,0,0,0
3385,SAN LUIS,Junín,Balde De Escudero,0,0,0,0,0,0,0,0,0
3386,SAN LUIS,Junín,Carpinteria,1,1,0,1,1,1,1,1,0
3387,SAN LUIS,Junín,Cerrito Blanco,0,0,0,0,0,0,0,0,0
3388,SAN LUIS,Junín,Cerro de Oro,1,1,0,1,0,0,1,1,0
3389,SAN LUIS,Junín,El Duraznito,0,0,0,0,0,0,0,0,0
3390,SAN LUIS,Junín,La Chilca,0,0,0,0,0,0,0,0,0
3391,CABA,COMUNA 10,VERSALLES,1,1,1,1,1,1,1,1,1
3392,SANTA FE,General Obligado,Reconquista,1,1,1,1,1,1,1,1,1
3393,SANTA FE,General Obligado,San Antonio de Obligado,1,1,0,0,1,0,1,1,1
3394,SANTA FE,General Obligado,Tacuarendí (Emb. Kilómetro 421),1,1,0,0,1,1,1,1,0
3395,SANTA FE,General Obligado,Villa Ana,0,0,0,0,1,0,1,0,1
3396,CABA,COMUNA 10,VILLA LURO,1,1,1,1,1,1,1,1,1
3397,SANTA FE,Vera,Margarita,0,1,0,0,1,1,1,1,1
3398,SANTA FE,Vera,Paraje 29,0,0,0,0,0,0,0,1,1
3399,SANTA FE,Vera,Pozo de los Indios,0,0,0,0,0,0,0,1,1
3400,SANTA FE,Vera,Pueblo Santa Lucía,0,0,0,0,1,0,0,1,0
3401,SANTA FE,Vera,Tartagal (Est. El Tajamar),0,0,0,0,1,0,0,1,0
3402,SANTA FE,Vera,Toba,0,0,0,0,0,0,0,1,1
3403,SANTA FE,Vera,Vera (Est. Gobernador Vera),1,0,0,0,1,1,1,1,0
3404,CABA,COMUNA 10,VILLA REAL,1,1,1,1,1,1,1,1,1
3405,TUCUMAN,Cruz Alta,Colombres,0,0,0,0,1,1,1,0,0
3406,TUCUMAN,Cruz Alta,Colonia Mayo - Barrio La Milagrosa,0,0,0,0,0,0,0,0,0
3407,TUCUMAN,Cruz Alta,Delfín Gallo,0,0,0,0,0,0,1,1,0
3408,TUCUMAN,Cruz Alta,El Bracho,0,0,0,0,1,1,1,1,0
3409,TUCUMAN,Cruz Alta,El Corte,0,0,0,0,1,0,0,0,0
3410,TUCUMAN,Cruz Alta,El Paraiso,0,0,0,0,1,1,0,0,0
3411,TUCUMAN,Cruz Alta,Ex Ingenio Esperanza,0,0,0,0,1,1,0,0,0
3412,TUCUMAN,Cruz Alta,Ex Ingenio Los Ralos,0,0,0,0,0,0,0,0,0
3413,TUCUMAN,Cruz Alta,Ex Ingenio Lujan,0,0,0,0,0,0,0,0,0
3414,TUCUMAN,Cruz Alta,Ingenio La Florida,0,0,0,0,1,1,0,0,0
3415,CABA,COMUNA 11,VILLA DEL PARQUE,1,1,1,1,1,1,1,1,1
3416,CABA,COMUNA 11,VILLA DEVOTO,1,1,1,1,1,1,1,1,1
3417,CABA,COMUNA 09,MATADEROS,1,1,1,1,1,1,1,1,1
3418,TUCUMAN,Simoca,Monteagudo,0,0,0,0,1,1,0,1,0
3419,TUCUMAN,Simoca,Nueva Trinidad,0,0,0,0,0,0,0,1,0
3420,TUCUMAN,Simoca,Santa Cruz,0,0,0,0,0,0,0,0,0
3421,TUCUMAN,Simoca,Simoca,0,0,0,0,1,1,1,1,0
3422,TUCUMAN,Simoca,Villa Chicligasta,0,0,0,0,0,0,0,1,0
3423,TUCUMAN,Tafí del Valle,Amaicha del Valle,0,0,0,1,1,1,1,1,1
3424,TUCUMAN,Tafí del Valle,Colalao del Valle,0,0,0,0,1,0,1,1,0
3425,CABA,COMUNA 01,PUERTO MADERO,1,1,1,1,1,1,1,1,1
3426,TUCUMAN,Tafí del Valle,El Mollar,0,0,0,0,1,0,1,1,1
3427,TUCUMAN,Tafí del Valle,Tafí del Valle,1,0,0,0,1,1,1,1,1
3428,TUCUMAN,Tafí Viejo,Barrio El Cruce,0,0,0,0,1,1,0,0,0
3429,TUCUMAN,Tafí Viejo,Barrio Lomas de Tafí,1,0,0,0,1,0,1,0,0
3430,TUCUMAN,Tafí Viejo,Barrio Mutual San Martín,1,0,0,0,1,1,1,0,0
3431,TUCUMAN,Tafí Viejo,Barrio Parada 14,0,0,0,0,1,1,0,0,0
3432,TUCUMAN,Tafí Viejo,Barrio U.T.A. II,0,0,0,0,1,1,0,0,0
3433,CABA,COMUNA 01,RETIRO,1,1,1,1,1,1,1,1,1
3434,CABA,COMUNA 01,SAN NICOLAS,1,1,1,1,1,1,1,1,1
3435,CABA,COMUNA 01,SAN TELMO,1,1,1,1,1,1,1,1,1
3436,CABA,COMUNA 02,RECOLETA,1,1,1,1,1,1,1,1,1
3437,CABA,COMUNA 03,BALVANERA,1,1,1,1,1,1,1,1,1
3438,CABA,COMUNA 03,SAN CRISTOBAL,1,1,1,1,1,1,1,1,1
3439,TUCUMAN,Cruz Alta,La Florida,1,0,0,0,1,1,1,1,1
3440,TUCUMAN,Cruz Alta,Las Cejas,0,0,0,0,1,1,0,0,1
3441,TUCUMAN,Cruz Alta,Lastenia,0,0,0,0,1,1,0,0,0
3442,TUCUMAN,Cruz Alta,Lastenia,0,0,0,0,1,1,0,0,0
3443,TUCUMAN,Cruz Alta,Los Gutierrez,0,0,0,0,1,1,0,0,0
3444,TUCUMAN,Cruz Alta,Los Ralos,0,0,0,0,0,0,1,1,0
3445,TUCUMAN,Cruz Alta,Pacará,0,0,0,0,0,0,0,1,0
3446,TUCUMAN,Cruz Alta,Ranchillos,0,0,0,0,1,1,1,1,0
3447,CABA,COMUNA 04,BARRACAS,1,1,1,1,1,1,1,1,1
3448,TUCUMAN,Leales,Bella Vista,1,0,0,1,1,1,1,1,0
3449,TUCUMAN,Leales,Estación Aráoz,0,0,0,0,1,1,0,0,0
3450,TUCUMAN,Leales,Los Puestos,0,0,0,0,1,1,0,0,0
3451,TUCUMAN,Leales,Manuel García Fernández,1,0,0,0,0,0,1,0,0
3452,TUCUMAN,Leales,Pala Pala,0,0,0,0,1,0,1,1,1
3453,TUCUMAN,Leales,Río Colorado,0,0,0,0,1,1,0,1,0
3454,TUCUMAN,Leales,Santa Rosa de Leales,0,0,0,0,1,1,1,1,0
3455,CABA,COMUNA 01,MONSERRAT,1,1,1,1,1,1,1,1,1
3456,TUCUMAN,Monteros,Villa Quinteros,1,0,0,0,1,1,1,1,0
3457,TUCUMAN,Río Chico,Aguilares,1,0,0,0,1,1,1,1,0
3458,TUCUMAN,Río Chico,Ingenio Santa Barbara,0,0,0,0,1,1,0,0,0
3459,TUCUMAN,Río Chico,Los Sarmientos,1,0,0,0,0,0,1,0,0
3460,TUCUMAN,Río Chico,Río Chico,0,0,0,0,0,0,0,0,0
3461,TUCUMAN,Río Chico,Santa Ana,1,0,0,0,1,0,1,0,0
3462,TUCUMAN,Río Chico,Villa Clodomiro Hileret,0,0,0,0,0,0,0,0,0
3463,TUCUMAN,Simoca,Atahona,0,0,0,0,1,1,0,1,0
3464,CABA,COMUNA 04,BOCA,1,1,1,1,1,1,1,1,1
3465,SANTIAGO DEL ESTERO,Aguirre,Argentina,0,0,0,1,1,0,0,0,0
3466,SANTIAGO DEL ESTERO,Aguirre,Casares,0,0,0,1,0,0,0,0,0
3467,SANTIAGO DEL ESTERO,Aguirre,Malbrán,1,0,0,1,1,1,1,0,1
3468,SANTIAGO DEL ESTERO,Aguirre,Villa General Mitre (Est. Pinto),0,1,0,0,1,1,1,1,1
3469,SANTIAGO DEL ESTERO,Alberdi,Campo Gallo,0,0,0,1,1,0,1,1,1
3470,SANTIAGO DEL ESTERO,Alberdi,Coronel Manuel L. Rico,0,0,0,0,0,0,0,0,1
3471,CABA,COMUNA 04,NUEVA POMPEYA,1,1,1,1,1,1,1,1,1
3472,SANTA FE,La Capital,San José del Rincón,1,1,0,1,1,1,1,0,1
3473,SANTA FE,La Capital,Santa Fe,1,1,1,1,1,1,1,1,1
3474,CABA,COMUNA 04,PARQUE PATRICIOS,1,1,1,1,1,1,1,1,1
3475,SANTA FE,La Capital,Santo Tomé,1,1,0,1,1,1,1,1,0
3476,SANTA FE,La Capital,Sauce Viejo,1,0,0,1,1,1,1,1,0
3477,SANTA FE,La Capital,Villa Adelina,0,0,0,0,1,1,0,0,0
3478,SANTA FE,La Capital,Villa Laura (Est. Constituyentes),0,0,0,0,1,0,0,0,0
3479,SANTA FE,Las Colonias,Cavour,0,0,0,0,0,0,1,1,0
3480,SANTA FE,Las Colonias,Cululú,0,0,0,0,0,0,1,1,0
3481,CABA,COMUNA 05,ALMAGRO,1,1,1,1,1,1,1,1,1
3482,SANTA FE,General Obligado,Villa Guillermina,1,1,0,0,1,1,1,1,1
3483,SANTA FE,General Obligado,Villa Ocampo,1,1,0,0,1,1,1,0,1
3484,SANTA FE,Iriondo,Barrio Cicarelli,0,0,0,0,0,0,0,1,0
3485,SANTA FE,Iriondo,Bustinza,1,0,0,1,1,0,1,1,0
3486,SANTA FE,Iriondo,Cañada de Gómez,1,1,0,1,1,1,1,1,0
3487,CABA,COMUNA 05,BOEDO,1,1,1,1,1,1,1,1,1
3488,SAN LUIS,Junín,La Lomita,0,0,0,0,0,0,0,0,0
3489,SAN LUIS,Junín,Lafinur,0,0,0,0,0,0,0,1,0
3490,SAN LUIS,Junín,Las Palomas,0,0,0,0,0,0,0,0,0
3491,SAN LUIS,Junín,Los Cajones,0,0,0,0,0,0,1,1,0
3492,SAN LUIS,Junín,Los Lobos,0,0,0,0,0,0,0,0,0
3493,SAN LUIS,Junín,Los Molles,0,0,0,1,0,0,1,1,0
3494,SAN LUIS,Junín,Merlo,1,1,0,1,1,1,1,1,0
3495,SAN LUIS,Junín,Ojo Del Rio,0,0,0,0,0,0,0,0,0
3496,SAN LUIS,Junín,Santa Ana,0,0,0,0,0,0,0,0,0
3497,CABA,COMUNA 06,CABALLITO,1,1,1,1,1,1,1,1,1
3498,RIO NEGRO,General Roca,Villa Alberdi,0,0,0,0,0,0,0,0,1
3499,RIO NEGRO,General Roca,Villa del Parque,0,0,0,0,0,0,0,0,0
3500,RIO NEGRO,General Roca,Villa Manzano,0,0,0,0,1,1,1,1,1
3501,RIO NEGRO,General Roca,Villa Regina,1,0,1,1,1,1,1,1,1
3502,RIO NEGRO,General Roca,Villa San Isidro,0,0,0,1,0,1,0,1,0
3503,RIO NEGRO,Ñorquincó,Las Bayas,0,0,0,0,0,0,0,0,0
3504,RIO NEGRO,Ñorquincó,Mamuel Choique,0,0,0,1,0,0,1,0,0
3505,RIO NEGRO,Ñorquincó,Ñorquincó,0,0,0,0,0,0,1,0,1
3506,CABA,COMUNA 07,FLORES,1,1,1,1,1,1,1,1,1
3507,MENDOZA,Junín,Ingeniero Giagnoni,1,0,1,1,1,1,1,1,0
3508,MENDOZA,Junín,Junín,1,0,1,1,1,1,1,1,0
3509,MENDOZA,Junín,La Colonia,0,0,0,1,1,1,0,1,1
3510,MENDOZA,Junín,Los Barriales,1,0,1,0,1,1,1,1,0
3511,MENDOZA,Junín,Medrano,0,0,0,0,0,0,0,1,0
3512,MENDOZA,Junín,Phillips,0,0,0,0,0,0,1,1,0
3513,CABA,COMUNA 07,PARQUE CHACABUCO,1,1,1,1,1,1,1,1,1
3514,JUJUY,San Pedro,San Lucas,0,0,0,0,1,1,0,1,0
3515,JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),1,1,0,1,0,0,1,1,1
3516,JUJUY,San Pedro,Sauzal,0,0,0,0,0,0,0,0,0
3517,JUJUY,SANTA BARBARA,El Fuerte,0,0,0,0,1,0,1,0,1
3518,JUJUY,SANTA BARBARA,El Piquete,1,0,0,0,1,1,1,1,0
3519,JUJUY,SANTA BARBARA,El Talar,0,0,0,0,0,0,1,1,1
3520,JUJUY,SANTA BARBARA,Palma Sola,0,0,0,0,1,0,1,1,1
3521,CABA,COMUNA 08,VILLA LUGANO,1,1,1,1,1,1,1,1,1
3522,ENTRE RIOS,La Paz,La Paz,1,1,0,1,1,1,1,1,0
3523,ENTRE RIOS,La Paz,Piedras Blancas,0,1,0,1,1,0,1,1,0
3524,ENTRE RIOS,La Paz,Pueblo Arrúa (Est. Alcaraz),0,1,0,0,1,1,1,1,1
3525,ENTRE RIOS,La Paz,San Gustavo,0,0,0,1,1,1,1,1,0
3526,JUJUY,SANTA BARBARA,Puente Lavayén,0,0,0,0,0,0,0,0,0
3527,CABA,COMUNA 08,VILLA SOLDATI,1,1,1,1,1,1,1,1,1
3528,CORDOBA,Río Cuarto,Coronel Moldes,1,0,0,0,1,1,1,0,0
3529,CORDOBA,Río Cuarto,Elena,1,0,0,1,1,1,1,1,0
3530,CORDOBA,Río Cuarto,La Carolina,1,0,0,0,0,1,1,1,1
3531,CORDOBA,Río Cuarto,La Cautiva,0,0,0,0,1,0,1,0,0
3532,CORDOBA,Río Cuarto,La Gilda,0,0,0,0,0,0,0,0,0
3533,CORDOBA,Río Cuarto,Las Acequias,1,0,0,1,1,1,1,0,0
3534,BUENOS AIRES,General Alvarado,Mar del Sur,0,0,1,0,1,1,1,1,0
3535,BUENOS AIRES,General Alvarado,Mechongué,1,0,0,0,1,1,1,1,0
3536,BUENOS AIRES,General Alvarado,Miramar,1,1,1,1,1,1,1,1,1
3537,BUENOS AIRES,General Alvear,General Alvear,0,0,0,0,1,1,1,0,0
3538,BUENOS AIRES,General Arenales,Arribeños,1,1,1,1,1,1,1,1,0
3539,BUENOS AIRES,General Arenales,Ascensión,1,1,0,0,1,1,1,1,0
3540,BUENOS AIRES,General Arenales,Estación Arenales,0,0,0,0,0,0,0,0,0
3541,BUENOS AIRES,General Arenales,Ferré,0,1,0,1,1,1,1,1,0
3542,BUENOS AIRES,General Arenales,General Arenales,0,1,1,1,1,1,1,1,0
3543,BUENOS AIRES,General Arenales,La Angelita,1,0,0,0,0,0,1,1,0
3544,BUENOS AIRES,Morón,Castelar,1,1,0,1,1,1,1,1,0
3545,BUENOS AIRES,Morón,El Palomar,1,1,1,1,1,1,1,1,1
3546,BUENOS AIRES,Morón,Haedo,1,1,1,1,1,1,1,1,0
3547,BUENOS AIRES,Morón,Moron,1,1,1,1,1,1,1,1,1
3548,BUENOS AIRES,Morón,Villa Sarmiento,1,1,1,1,1,1,1,1,1
3549,BUENOS AIRES,Navarro,José Juan Almeyra,0,0,0,0,0,0,0,1,0
3550,BUENOS AIRES,Navarro,Las Marianas,0,0,0,0,0,0,0,1,0
3551,CABA,COMUNA 11,VILLA GENERAL MITRE,1,1,1,1,1,1,1,1,1
3552,CORDOBA,Río Cuarto,Las Albahacas,1,0,0,0,1,0,1,0,0
3553,CORDOBA,Río Cuarto,Las Higueras,1,1,0,1,1,1,1,0,0
3554,CORDOBA,Río Cuarto,Las Peñas,1,0,0,0,1,1,1,1,0
3555,CORDOBA,Río Cuarto,Las Vertientes,1,0,0,1,1,1,1,0,0
3556,CORDOBA,Río Cuarto,Malena,0,0,0,0,1,0,1,0,0
3557,CORDOBA,Río Cuarto,Monte de los Gauchos,0,0,0,0,1,0,1,0,0
3558,CORDOBA,Río Cuarto,Paso del Durazno,0,0,0,0,1,0,0,0,0
3559,CORDOBA,Río Cuarto,Río Cuarto,1,1,1,1,1,1,1,1,1
3560,CORDOBA,Río Cuarto,Sampacho,1,0,0,1,1,1,1,1,0
3561,CORDOBA,Río Cuarto,San Basilio,1,0,0,1,1,1,1,0,1
3562,CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),1,0,0,0,1,1,1,0,0
3563,CORDOBA,Río Cuarto,Suco,0,0,0,0,1,1,1,0,0
3564,CORDOBA,Río Cuarto,Tosquitas,0,0,0,0,1,1,1,0,0
3565,CORDOBA,Río Cuarto,Vicuña Mackenna,1,1,0,1,1,1,1,0,1
3566,CORDOBA,Río Cuarto,Villa El Chacay,0,0,0,0,1,0,1,0,0
3567,CORDOBA,Río Cuarto,Villa Santa Eugenia,0,0,0,0,0,0,0,0,0
3568,CORDOBA,Río Cuarto,Washington,0,0,0,0,1,1,1,1,0
3569,CORDOBA,Río Primero,Atahona,0,0,0,0,0,0,0,0,0
3570,CORDOBA,Río Primero,Cañada de Machado,0,0,0,0,0,0,0,1,0
3571,ENTRE RIOS,La Paz,Santa Elena,1,1,0,0,1,1,1,1,0
3572,ENTRE RIOS,La Paz,Sir Leonard,0,0,0,0,0,0,0,0,0
3573,ENTRE RIOS,Nogoyá,Aranguren,0,1,0,0,1,0,1,1,1
3574,ENTRE RIOS,Nogoyá,Betbeder,0,0,0,0,0,0,0,1,0
3575,ENTRE RIOS,Nogoyá,Don Cristóbal,0,0,0,0,0,0,1,1,0
3576,ENTRE RIOS,Nogoyá,Febré,0,0,0,0,0,0,1,1,0
3577,ENTRE RIOS,Nogoyá,Hernández,1,0,0,0,1,1,1,1,1
3578,ENTRE RIOS,Nogoyá,Lucas González,1,0,0,0,1,1,1,1,0
3579,ENTRE RIOS,Nogoyá,Nogoyá,1,0,0,0,1,1,1,1,0
3580,ENTRE RIOS,Nogoyá,XX de Setiembre,0,0,0,0,0,0,1,1,0
3581,ENTRE RIOS,Paraná,Aldea María Luisa,0,0,0,0,1,0,1,1,0
3582,ENTRE RIOS,Paraná,Aldea San Juan,0,0,0,0,0,0,0,0,0
3583,ENTRE RIOS,Paraná,Aldea San Rafael,0,0,0,0,0,0,1,1,0
3584,ENTRE RIOS,Paraná,Aldea Santa María,0,0,0,0,0,0,1,0,0
3585,ENTRE RIOS,Paraná,Aldea Santa Rosa,0,0,0,0,0,0,0,0,0
3586,ENTRE RIOS,Paraná,Cerrito,1,1,0,0,1,1,1,1,1
3587,JUJUY,Susques,Puesto Sey,0,0,0,1,0,0,0,0,0
3588,JUJUY,Susques,San Juan de Quillaqués,0,0,0,1,0,0,1,0,1
3589,JUJUY,Susques,Susques,0,0,0,1,1,0,1,1,1
3590,JUJUY,Tilcara,Colonia San José,0,0,0,0,0,0,0,0,0
3591,JUJUY,Tilcara,Huacalera,0,0,0,1,0,0,0,0,0
3592,JUJUY,Tilcara,Juella,0,0,0,0,0,0,1,0,0
3593,JUJUY,Tilcara,Maimará,0,0,0,1,1,0,1,1,1
3594,JUJUY,Tilcara,Tilcara,0,0,0,1,1,1,1,1,1
3595,JUJUY,Tilcara,Yacoraite,0,0,0,0,0,0,0,0,0
3596,JUJUY,Tumbaya,Bárcena,0,0,0,0,0,0,0,1,0
3597,JUJUY,Tumbaya,El Moreno,0,0,0,0,0,0,0,0,0
3598,JUJUY,Tumbaya,Puerta de Colorados,0,0,0,0,0,0,0,0,0
3599,JUJUY,Tumbaya,Purmamarca,1,0,0,0,1,0,1,1,0
3600,JUJUY,Tumbaya,Tumbaya,0,0,0,0,1,0,1,1,0
3601,JUJUY,Tumbaya,Volcán,0,0,0,0,1,0,1,1,0
3602,JUJUY,Valle Grande,Caspalá,0,0,0,0,0,0,0,0,0
3603,JUJUY,Valle Grande,Pampichuela,0,0,0,0,0,0,1,0,0
3604,JUJUY,Valle Grande,San Francisco,0,0,0,0,0,0,1,0,0
3605,JUJUY,Valle Grande,Santa Ana,0,0,0,0,0,0,1,0,1
3606,JUJUY,Valle Grande,Valle Colorado,0,0,0,0,0,0,1,0,0
3607,JUJUY,Valle Grande,Valle Grande,0,0,0,0,0,0,1,0,0
3608,LA PAMPA,Capital,Anguil,0,1,0,1,1,1,1,1,1
3609,LA PAMPA,Capital,Santa Rosa,1,1,1,1,1,1,1,1,1
3610,LA PAMPA,Catriló,Catriló,0,1,1,1,1,1,1,0,1
3611,LA PAMPA,Catriló,La Gloria,0,0,0,0,0,0,0,0,0
3612,LA PAMPA,Catriló,Lonquimay,0,1,0,1,1,1,1,0,1
3613,LA PAMPA,Catriló,Uriburu,0,1,0,1,1,1,1,1,1
3614,LA PAMPA,Chalileo,Santa Isabel,0,0,1,0,0,1,1,1,1
3615,LA PAMPA,Chapaleufú,Bernardo Larroude,0,0,1,1,0,0,1,1,1
3616,LA PAMPA,Chapaleufú,Ceballos,0,0,0,1,0,0,1,1,1
3617,SANTIAGO DEL ESTERO,Capital,Vuelta de la Barranca,0,0,0,0,1,1,0,1,0
3618,MENDOZA,Junín,Rodríguez Peña,0,0,0,0,1,0,1,1,0
3619,MENDOZA,La Paz,Desaguadero,0,0,0,0,1,1,1,0,0
3620,MENDOZA,La Paz,La Paz,1,0,0,1,1,1,1,1,0
3621,MENDOZA,La Paz,Villa Antigua,0,0,0,0,0,0,0,0,0
3622,MENDOZA,Las Heras,Blanco Encalada,0,0,0,0,0,0,1,0,0
3623,MENDOZA,Las Heras,Capdeville,0,0,0,0,1,0,0,0,0
3624,MENDOZA,Las Heras,El Algarrobal,0,0,0,0,1,1,0,0,0
3625,MENDOZA,Las Heras,El Borbollon,0,0,0,0,1,1,0,0,0
3626,MENDOZA,Las Heras,EL CHALLAO,0,0,0,1,0,0,0,0,0
3627,MENDOZA,Las Heras,EL PLUMERILLO,0,0,0,1,1,1,0,0,0
3628,MENDOZA,Las Heras,EL RESGUARDO,0,0,0,1,0,1,0,0,0
3629,MENDOZA,Las Heras,EL ZAPALLAR,0,0,0,1,1,1,0,0,0
3630,MENDOZA,Las Heras,Jocolí,0,0,0,0,1,1,1,0,0
3631,MENDOZA,Las Heras,La Cieneguita,0,0,0,0,1,1,0,0,0
3632,MENDOZA,Las Heras,Las Cuevas,0,0,0,0,1,1,0,0,0
3633,RIO NEGRO,San Antonio,Las Grutas,1,0,1,1,1,1,1,0,1
3634,RIO NEGRO,San Antonio,Playas Doradas,0,0,0,0,0,0,0,1,0
3635,RIO NEGRO,San Antonio,Puerto San Antonio Este,1,0,0,1,0,0,1,1,1
3636,RIO NEGRO,San Antonio,Punta Colorada,0,0,0,0,0,0,0,1,0
3637,RIO NEGRO,San Antonio,Saco Viejo,0,0,0,0,0,0,0,1,0
3638,RIO NEGRO,San Antonio,San Antonio Oeste,1,0,1,1,1,1,1,1,1
3639,RIO NEGRO,San Antonio,Sierra Grande,1,0,1,1,1,1,1,1,1
3640,RIO NEGRO,Valcheta,Aguada Cecilio,0,0,0,1,0,0,0,0,0
3641,RIO NEGRO,Valcheta,Arroyo Los Berros,0,0,0,0,0,0,0,0,1
3642,RIO NEGRO,Valcheta,Arroyo Ventana,0,0,0,0,0,0,1,0,1
3643,RIO NEGRO,Valcheta,Nahuel Niyeu,0,0,0,1,0,0,0,0,0
3644,RIO NEGRO,Valcheta,Sierra Pailemán,0,0,0,0,0,0,1,0,1
3645,RIO NEGRO,Valcheta,Valcheta,0,0,0,1,1,0,1,1,1
3646,SALTA,Anta,Apolinario Saravia,0,1,0,1,1,1,1,1,1
3647,SALTA,Anta,Ceibalito,0,0,0,1,0,0,0,0,0
3648,SAN LUIS,Junín,Santa Rosa del Conlara,1,0,0,1,1,1,1,1,0
3649,SAN LUIS,Junín,Talita,0,0,0,0,0,0,0,1,1
3650,SAN LUIS,La Capital,Alto Pelado,0,0,0,0,0,0,0,1,0
3651,SAN LUIS,La Capital,Alto Pencoso,0,0,0,1,1,0,1,1,0
3652,SAN LUIS,La Capital,Balde,0,0,0,1,1,0,0,1,1
3653,SAN LUIS,La Capital,Beazley,0,0,0,0,0,0,0,1,0
3654,SAN LUIS,La Capital,Boca Del Tigre,0,0,0,0,0,0,0,0,0
3655,SAN LUIS,La Capital,Cazador,0,0,0,0,0,0,0,1,0
3656,SAN LUIS,La Capital,Cerro Colorado,0,0,0,0,0,0,0,0,0
3657,SAN LUIS,La Capital,Charlone,0,0,0,0,0,0,0,0,0
3658,SAN LUIS,La Capital,Chosmes,0,0,0,0,1,1,0,1,0
3659,SAN LUIS,La Capital,CRUZ DE PIEDRA,0,0,0,0,0,0,0,0,0
3660,SAN LUIS,La Capital,Daniel Donovan,0,0,0,0,0,0,0,0,0
3661,SAN LUIS,La Capital,Desaguadero,0,0,0,1,0,0,0,1,0
3662,SAN LUIS,La Capital,El Charabon,0,0,0,0,0,0,0,0,0
3663,SAN LUIS,La Capital,El Chorrillo,0,0,0,0,1,1,0,0,0
3664,SAN LUIS,La Capital,El Volcán,0,1,0,1,0,0,1,1,0
3665,SAN LUIS,La Capital,Estancia Grande,0,0,0,0,0,0,0,0,0
3666,SAN LUIS,La Capital,Jarilla,0,0,0,0,0,0,0,1,0
3667,SAN LUIS,La Capital,Juan W. Gez,0,0,0,0,0,0,0,0,0
3668,SAN LUIS,La Capital,Juana Koslay,1,0,1,1,0,0,1,1,0
3669,SAN LUIS,Libertador Grl. San Martín,La Cocha,0,0,0,0,0,0,0,0,0
3670,SAN LUIS,Libertador Grl. San Martín,La Ramada,0,0,0,0,0,0,0,1,0
3671,SANTA FE,Iriondo,Carrizales (Est. Clarke),1,1,0,0,1,0,1,0,0
3672,SANTA FE,Iriondo,Classon,0,0,0,1,1,1,1,1,0
3673,SANTA FE,Iriondo,Colonia Médici,0,0,0,0,0,0,0,1,0
3674,SANTA FE,Iriondo,Correa,1,1,0,1,1,1,1,1,0
3675,SANTA FE,Iriondo,Larguía,0,0,0,0,0,0,0,1,0
3676,SANTA FE,Iriondo,Lucio V. López,0,1,0,0,1,0,1,1,0
3677,SANTA FE,Iriondo,Oliveros,1,0,0,1,1,1,0,0,1
3678,SANTA FE,Iriondo,Pueblo Andino,0,1,0,0,1,1,1,1,0
3679,SANTA FE,Iriondo,Salto Grande,1,0,0,0,1,1,1,1,0
